Date,US_2Y,US_10Y,US_SP500,EA_2Y_ECB,EA_10Y_ECB,DE_10Y,FR_10Y,IT_10Y,ES_10Y,NL_10Y,BE_10Y,AT_10Y,FI_10Y,GR_10Y,IE_10Y,PT_10Y,DE_DAX,FR_CAC40,IT_FTSEMIB,ES_IBEX35,NL_AEX,BE_BEL20,AT_ATX,FI_OMX25,GR_ASE,IE_ISEQ,GB_10Y,CH_10Y,SE_10Y,NO_10Y,DK_10Y,JP_10Y,AU_10Y,NZ_10Y,CA_10Y,UK_FTSE100,CH_SMI,SE_OMX30,DK_OMXC25,JP_Nikkei225,AU_ASX200,NZ_NZX50,CA_TSX,MX_10Y,CL_10Y,IN_10Y,KR_10Y,ZA_10Y,IL_10Y,HU_10Y,PL_10Y,CZ_10Y,BR_Bovespa,MX_IPC,CL_IPSA,IN_Nifty50,KR_KOSPI,ZA_JSE,IL_TA125,HU_BUX,SG_STI,HK_HangSeng,MY_KLCI,ID_IDX,TH_SET,PH_PSEi,CN_SSEComposite,AR_Merval,SA_TASI,EE_OMXTallinn,LV_OMXRiga,LT_OMXVilnius,RU_MOEX,IS_OMXI,EA_EuroStoxx50,RU_10Y_monthly
2005-01-14,3.24,4.23,1184.52001953125,2.379950751064485,3.580547545987392,,,,,,,,,,,,4232.35986328125,3854.60009765625,31056.0,9025.099609375,352.7300109863281,2958.7900390625,2424.340087890625,,2887.860107421875,6427.43017578125,,,,,,,,,,4820.7998046875,5730.10009765625,,,11438.3896484375,4061.60009765625,,9057.2001953125,,,,,,,,,,24924.0,12694.740234375,1745.31005859375,,905.0999755859375,,649.0800170898438,15220.33984375,2076.1298828125,13494.7802734375,929.739990234375,1021.3400268554688,701.6599731445312,1876.030029296875,1245.6199951171875,1345.0,,,,,,,,
2005-01-17,,,,2.36657739120688,3.5555522821185104,,,,,,,,,,,,4245.509765625,3881.43994140625,31126.0,9094.400390625,354.239990234375,2974.77001953125,2443.139892578125,,2865.14990234375,6499.97021484375,,,,,,,,,,4846.7001953125,5761.2998046875,,,11487.099609375,4076.89990234375,,9063.7998046875,,,,,,,,,,24515.0,12817.8896484375,1745.31005859375,,923.0800170898438,,645.530029296875,,2087.1201171875,13621.650390625,932.260009765625,1024.885009765625,708.2999877929688,1909.1800537109375,1216.6519775390625,1349.0,7962.080078125,,,,,,,
2005-01-18,3.26,4.21,1195.97998046875,2.3869434193072165,3.571271749798203,,,,,,,,,,,,4250.7099609375,3875.02001953125,31094.0,9096.900390625,354.2200012207031,2969.489990234375,2452.949951171875,,2832.72998046875,6498.52978515625,,,,,,,,,,4823.89990234375,5739.39990234375,,,11423.259765625,4062.0,3081.56005859375,9134.7998046875,,,,,,,,,,24089.0,13029.7001953125,1726.6500244140625,,920.5700073242188,,648.4000244140625,15206.1396484375,2084.18994140625,13604.2197265625,937.5599975585938,1017.7260131835938,709.5499877929688,1905.449951171875,1225.4539794921875,1346.0,7904.5,,,,,,,
2005-01-19,3.26,4.2,1184.6300048828125,2.3730141413980546,3.532531497804319,,,,,,,,,,,,4245.5498046875,3869.010009765625,31221.0,9087.599609375,353.94000244140625,2967.2900390625,2437.760009765625,,2879.179931640625,6551.7998046875,,,,,,,,,,4818.2998046875,5749.5,,,11405.33984375,4052.60009765625,3078.639892578125,9120.400390625,,,,,,,,,,24271.0,13035.8095703125,1743.780029296875,,916.27001953125,,652.6900024414062,15134.75,2097.389892578125,13678.6298828125,935.530029296875,1027.81005859375,709.030029296875,1946.8900146484375,1218.1080322265625,1337.0,8117.68994140625,,,,,,,
2005-01-20,3.21,4.17,1175.4100341796875,2.4029504147397724,3.580961364768359,,,,,,,,,,,,4220.43017578125,3842.43994140625,31132.0,9017.7001953125,352.75,2962.39990234375,2429.169921875,,2891.60009765625,6531.080078125,,,,,,,,,,4800.7998046875,5728.10009765625,,,11284.76953125,4036.0,3054.2099609375,9089.0,,,,,,,,,,23610.0,12769.990234375,1755.530029296875,,909.3699951171875,,651.2000122070312,15204.3095703125,2085.389892578125,13543.58984375,929.719970703125,1035.7469482421875,706.9000244140625,1956.8199462890625,1204.39404296875,1319.0,8117.68994140625,,,,,,,
2005-01-21,3.16,4.16,1167.8699951171875,2.39287422223298,3.58984321865545,,,,,,,,,,,,4213.7001953125,3854.18994140625,31190.0,8999.400390625,353.54998779296875,2979.179931640625,2438.949951171875,,2904.139892578125,6497.72021484375,,,,,,,,,,4803.2998046875,5738.10009765625,,,11238.3701171875,4043.89990234375,3055.4599609375,9086.7998046875,,,,,,,,,,23818.0,12673.6201171875,1753.3399658203125,,919.6099853515625,,651.2000122070312,15193.099609375,,13481.01953125,,,696.8499755859375,1987.8399658203125,1234.4759521484375,1326.0,,,,,,,,
2005-01-24,3.2,4.14,1163.75,2.368144508767948,3.5596659574390674,,,,,,,,,,,,4201.89013671875,3848.7099609375,31042.0,8967.099609375,353.55999755859375,2971.22998046875,2444.72998046875,,2912.699951171875,6451.31982421875,,,,,,,,,,4812.5,5750.5,,,11289.490234375,4044.800048828125,3057.35009765625,9078.2001953125,,,,,,,,,,24198.0,12743.580078125,1746.31005859375,,923.1099853515625,,659.6900024414062,15162.5498046875,2074.239990234375,13386.990234375,923.3300170898438,1030.717041015625,695.9199829101562,2015.25,1255.7769775390625,1312.0,8117.68994140625,,,,,,,
2005-01-25,3.23,4.2,1168.4100341796875,2.3580174857404805,3.5323475523055103,,,,,,,,,,,,4233.9501953125,3882.0400390625,31221.0,9033.2001953125,356.3599853515625,3000.330078125,2475.3798828125,,2944.330078125,6485.85009765625,,,,,,,,,,4843.2001953125,5766.10009765625,,,11276.91015625,4055.89990234375,3076.530029296875,9125.099609375,,,,,,,,,,,12866.7802734375,1757.8599853515625,,915.0999755859375,,654.739990234375,15197.0400390625,2065.7099609375,13584.0595703125,919.75,1026.8929443359375,702.1400146484375,1990.2900390625,1254.2340087890625,1310.0,8117.68994140625,,,,,,,
2005-01-26,3.27,4.21,1174.0699462890625,2.386463401302589,3.573076072779774,,,,,,,,,,,,4214.1201171875,3879.820068359375,31164.0,9058.099609375,356.510009765625,3008.580078125,2486.489990234375,,2964.580078125,6477.25,,,,,,,,,,4847.10009765625,5768.39990234375,,,11376.5703125,,3092.14990234375,9162.400390625,,,,,,,,,,24530.0,13045.0498046875,1772.6199951171875,,927.0,,651.9600219726562,15212.6904296875,2086.929931640625,13623.6796875,923.3699951171875,1037.509033203125,702.6599731445312,1970.280029296875,1241.9580078125,1355.0,8117.68994140625,,,,,,,
2005-01-27,3.28,4.22,1174.550048828125,2.42112603708519,3.5996773380683056,,,,,,,,,,,,4216.41015625,3891.39990234375,31129.0,9125.2998046875,358.57000732421875,3005.409912109375,2506.919921875,,2941.429931640625,6508.64013671875,,,,,,,,,,4853.39990234375,5773.7001953125,,,11341.3095703125,4105.7001953125,3076.2900390625,9174.400390625,,,,,,,,,,24030.0,12986.400390625,1793.8499755859375,,924.8699951171875,,642.1500244140625,15497.240234375,2073.1201171875,13628.91015625,919.9500122070312,1044.988037109375,701.25,1991.3900146484375,1225.8909912109375,1378.0,8117.68994140625,,,,,,,
2005-01-28,3.25,4.16,1171.3599853515625,2.3811468547973917,3.556881325473983,,,,,,,,,,,,4201.81005859375,3870.35009765625,31008.0,9139.400390625,357.0199890136719,2985.31005859375,2492.739990234375,,2954.06005859375,6460.2900390625,,,,,,,,,,4832.7998046875,5750.7001953125,,,11320.580078125,4098.89990234375,3085.449951171875,9141.7998046875,,,,,,,,,,23968.0,13040.5302734375,1799.6700439453125,,921.5900268554688,,642.1500244140625,15613.2900390625,2089.510009765625,13650.0595703125,917.22998046875,1046.4830322265625,701.6599731445312,2014.6099853515625,1213.6729736328125,1382.0,,,,,,,,
2005-01-31,3.29,4.14,1181.27001953125,2.3886389029077506,3.555916047522321,,,,,,,,,,,,4254.85009765625,3913.68994140625,31334.0,9223.900390625,360.4200134277344,2997.60009765625,2494.2099609375,,2919.929931640625,6414.2900390625,,,,,,,,,,4852.2998046875,5771.39990234375,,,11387.58984375,4107.2998046875,3075.580078125,9204.099609375,,,,,,,,,,24351.0,13097.1201171875,1809.8800048828125,,932.7000122070312,,658.3900146484375,15552.509765625,2096.320068359375,13721.6904296875,916.27001953125,1045.43505859375,701.9099731445312,2019.56005859375,1191.822998046875,1374.0,8231.9404296875,,,,,,,
2005-02-01,3.29,4.15,1189.4100341796875,2.385454292700506,3.555893024875889,3.544,3.5987,3.678,3.58065,3.547,3.566,3.5473,3.57,3.69,3.51,3.55,4279.97021484375,3939.179931640625,31515.0,9257.0,364.4100036621094,3010.570068359375,2518.969970703125,,2912.8701171875,6499.58984375,4.5884,2.381,3.76,3.77,3.64,1.419,5.39775,5.95,4.205,4906.2001953125,5797.89990234375,,,11384.400390625,4127.7001953125,3092.820068359375,9270.099609375,9.62,5.91467083743842,,4.88,7.8455,6.66,6.62,5.73,3.62271388440514,24149.0,13340.51953125,1803.5799560546875,,923.6900024414062,,660.6099853515625,15442.2802734375,2094.64990234375,13578.259765625,,1047.531982421875,708.72998046875,1992.4599609375,1188.9310302734375,1373.0,8255.0400390625,,,,,,,8.38
2005-02-02,3.32,4.15,1193.18994140625,2.395443720900932,3.537405795549334,,,,,,,,,,,,4296.31005859375,3951.719970703125,31563.0,9307.0,365.4599914550781,3027.39990234375,2522.3701171875,,2879.699951171875,6514.9501953125,,,,,,,,,,4916.2001953125,5795.10009765625,,,11407.1396484375,4145.2998046875,3091.8701171875,9303.900390625,,,,,,,,,,24605.0,13339.41015625,1802.449951171875,,921.4400024414062,,665.2899780273438,15462.919921875,2108.68994140625,13555.7998046875,918.510009765625,1052.824951171875,710.3300170898438,1989.6500244140625,1252.5,1371.0,8206.58984375,,,,,,,
2005-02-03,3.34,4.18,1189.8900146484375,2.420442534389815,3.554661442898992,,,,,,,,,,,,4281.64013671875,3928.93994140625,31537.0,9310.400390625,364.8299865722656,3043.47998046875,2527.5,,2898.72998046875,6552.009765625,,,,,,,,,,4908.2998046875,5816.89990234375,,,11389.349609375,4151.2998046875,3097.320068359375,9303.7001953125,,,,,,,,,,24874.0,13440.830078125,1805.4300537109375,,928.7899780273438,,676.0,15784.8095703125,2108.159912109375,13515.330078125,917.8499755859375,1049.3310546875,716.9199829101562,2000.219970703125,1242.3070068359375,1399.0,8228.2001953125,,,,,,,
2005-02-04,3.29,4.09,1203.030029296875,2.3956471444087795,3.5066409970649683,,,,,,,,,,,,4339.27978515625,3958.010009765625,31896.0,9422.5,367.32000732421875,3067.1298828125,2566.1201171875,,2911.219970703125,6602.93017578125,,,,,,,,,,4941.5,5843.10009765625,,,11360.400390625,4161.7998046875,3124.050048828125,9358.2998046875,,,,,,,,,,25732.0,13446.9501953125,1815.5400390625,,933.5499877929688,,676.0,16032.830078125,2113.580078125,13585.169921875,907.52001953125,1048.3909912109375,719.0999755859375,1995.5699462890625,1269.0040283203125,1429.0,,,,,,,,
2005-02-07,3.31,4.07,1201.719970703125,2.405985498716597,3.4795763149590098,,,,,,,,,,,,4366.35009765625,3981.89990234375,32039.0,9461.7001953125,369.1300048828125,3073.52001953125,2576.199951171875,,2941.3701171875,6618.919921875,,,,,,,,,,4979.7998046875,5870.7001953125,,,11499.8603515625,4189.60009765625,3144.3798828125,9371.900390625,,,,,,,,,,,13476.76953125,1829.280029296875,,949.1900024414062,,668.239990234375,16258.5,2118.10009765625,13795.0,912.5800170898438,1041.6280517578125,725.760009765625,2016.8399658203125,,1434.0,8234.740234375,,,,,,,
2005-02-08,3.33,4.05,1202.300048828125,2.4289237505422268,3.48187806692143,,,,,,,,,,,,4371.39013671875,3980.77001953125,32176.0,9479.2001953125,369.1000061035156,3081.4599609375,2578.64990234375,,2934.89990234375,6597.3798828125,,,,,,,,,,4995.5,5881.2001953125,,,11490.4296875,4179.10009765625,3148.610107421875,9392.7001953125,,,,,,,,,,,13508.5,1836.3399658203125,,,,670.0499877929688,16305.0400390625,2140.159912109375,13845.6298828125,914.9099731445312,1036.60400390625,731.4199829101562,2030.0799560546875,,1480.0,8236.23046875,,,,,,,
2005-02-09,3.24,4.0,1191.989990234375,2.395258925820005,3.44659797921052,,,,,,,,,,,,4353.14990234375,3969.6201171875,32101.0,9450.7998046875,368.3599853515625,3085.1298828125,2580.260009765625,,2919.699951171875,6638.43017578125,,,,,,,,,,4990.39990234375,5866.5,,,11473.349609375,4172.10009765625,3175.320068359375,9402.599609375,,,,,,,,,,26314.0,13662.3798828125,1826.1800537109375,,,,664.75,16464.7890625,,,,,735.6300048828125,2028.8599853515625,,1485.0,8330.3203125,,,,,,,
